bmi,goal,meal_time,recommendation
25,maintenance,lunch,chickpea_salad
23,muscle_gain,dinner,lentil_stew_rice
32,weight_loss,lunch,vegetable_dalia
18,muscle_gain,breakfast,oatmeal_protein_shake
32,weight_loss,dinner,boiled_vegetables
24,maintenance,lunch,quinoa_bowl
25,maintenance,dinner,tofu_stir_fry
38,weight_loss,breakfast,fruit_bowl
24,maintenance,lunch,mixed_veg_curry_rice
17,muscle_gain,lunch,paneer_pulao
21,muscle_gain,dinner,paneer_roti
30,weight_loss,lunch,grilled_chicken_salad
36,weight_loss,dinner,moong_dal_chilla
26,maintenance,breakfast,poha_with_peanuts
22,maintenance,breakfast,poha_with_peanuts
37,weight_loss,dinner,moong_dal_chilla
27,maintenance,breakfast,smoothie_oats
17,muscle_gain,breakfast,greek_yogurt_nuts
22,maintenance,lunch,quinoa_bowl
25,maintenance,breakfast,avocado_toast
40,weight_loss,lunch,sprouts_salad
23,muscle_gain,dinner,lentil_stew_rice
19,muscle_gain,lunch,fish_rice
28,weight_loss,lunch,sprouts_salad
25,maintenance,lunch,dal_roti
23,muscle_gain,breakfast,eggs_milk_banana
19,muscle_gain,breakfast,greek_yogurt_nuts
18,muscle_gain,dinner,lentil_stew_rice
27,maintenance,breakfast,smoothie_oats
28,weight_loss,lunch,salad_chicken
36,weight_loss,dinner,boiled_vegetables
31,weight_loss,breakfast,oats_green_tea
33,weight_loss,dinner,clear_soup_tofu
39,weight_loss,lunch,clear_soup_crackers
26,maintenance,dinner,tofu_stir_fry
17,muscle_gain,lunch,paneer_pulao
22,maintenance,dinner,baked_fish_veggies
23,muscle_gain,dinner,paneer_roti
32,weight_loss,breakfast,oats_green_tea
19,muscle_gain,lunch,turkey_sandwich
35,weight_loss,lunch,vegetable_dalia
25,maintenance,dinner,vegetable_soup
21,muscle_gain,dinner,tofu_steak_rice
23,muscle_gain,dinner,paneer_roti
19,muscle_gain,dinner,lentil_stew_rice
21,muscle_gain,breakfast,paneer_paratha
27,maintenance,lunch,mixed_veg_curry_rice
34,weight_loss,breakfast,boiled_eggs_spinach
23,maintenance,dinner,roti_vegetables
28,weight_loss,dinner,moong_dal_chilla
19,muscle_gain,lunch,lentils_quinoa
37,weight_loss,dinner,soup_salad
38,weight_loss,breakfast,oats_green_tea
33,weight_loss,lunch,clear_soup_crackers
25,maintenance,breakfast,oats_fruits
37,weight_loss,lunch,vegetable_dalia
19,muscle_gain,dinner,tofu_steak_rice
19,muscle_gain,dinner,grilled_chicken_sweet_potato
39,weight_loss,lunch,salad_chicken
36,weight_loss,lunch,grilled_chicken_salad
22,muscle_gain,dinner,lentil_stew_rice
28,weight_loss,lunch,grilled_chicken_salad
34,weight_loss,breakfast,black_coffee_omelette
32,weight_loss,lunch,vegetable_dalia
30,weight_loss,breakfast,oats_green_tea
26,maintenance,dinner,baked_fish_veggies
23,muscle_gain,breakfast,greek_yogurt_nuts
20,muscle_gain,dinner,grilled_chicken_sweet_potato
27,maintenance,dinner,roti_vegetables
36,weight_loss,breakfast,boiled_eggs_spinach
17,muscle_gain,dinner,eggs_roti
26,maintenance,lunch,quinoa_bowl
38,weight_loss,dinner,roasted_cauliflower
22,muscle_gain,breakfast,oatmeal_protein_shake
20,muscle_gain,dinner,paneer_roti
33,weight_loss,lunch,vegetable_dalia
30,weight_loss,dinner,roasted_cauliflower
26,maintenance,lunch,rice_dal_salad
29,weight_loss,dinner,soup_salad
36,weight_loss,breakfast,boiled_eggs_spinach
23,muscle_gain,dinner,lentil_stew_rice
22,maintenance,dinner,cottage_cheese_salad
29,weight_loss,dinner,roasted_cauliflower
31,weight_loss,breakfast,oats_green_tea
27,maintenance,breakfast,muesli_milk
23,muscle_gain,lunch,fish_rice
17,muscle_gain,lunch,chicken_rice
23,muscle_gain,breakfast,paneer_paratha
23,muscle_gain,breakfast,peanut_butter_toast
38,weight_loss,breakfast,chia_pudding
18,muscle_gain,breakfast,eggs_milk_banana
26,maintenance,dinner,vegetable_soup
37,weight_loss,breakfast,fruit_bowl
27,maintenance,breakfast,poha_with_peanuts
29,weight_loss,lunch,vegetable_dalia
27,maintenance,dinner,cottage_cheese_salad
33,weight_loss,breakfast,boiled_eggs_spinach
23,muscle_gain,dinner,tofu_steak_rice
23,muscle_gain,breakfast,peanut_butter_toast
26,maintenance,breakfast,avocado_toast
40,weight_loss,lunch,sprouts_salad
18,muscle_gain,lunch,turkey_sandwich
22,muscle_gain,dinner,tofu_steak_rice
29,weight_loss,dinner,soup_salad
22,muscle_gain,lunch,turkey_sandwich
22,muscle_gain,breakfast,oatmeal_protein_shake
22,maintenance,lunch,rice_dal_salad
19,muscle_gain,dinner,lentil_stew_rice
20,muscle_gain,lunch,lentils_quinoa
38,weight_loss,lunch,vegetable_dalia
27,maintenance,dinner,tofu_stir_fry
24,maintenance,dinner,roti_vegetables
21,muscle_gain,dinner,grilled_chicken_sweet_potato
23,muscle_gain,dinner,eggs_roti
40,weight_loss,lunch,salad_chicken
19,muscle_gain,breakfast,greek_yogurt_nuts
23,muscle_gain,dinner,eggs_roti
26,maintenance,dinner,roti_vegetables
39,weight_loss,lunch,salad_chicken
20,muscle_gain,lunch,turkey_sandwich
20,muscle_gain,dinner,grilled_chicken_sweet_potato
24,maintenance,lunch,mixed_veg_curry_rice
23,muscle_gain,breakfast,peanut_butter_toast
24,maintenance,lunch,quinoa_bowl
19,muscle_gain,dinner,tofu_steak_rice
25,maintenance,breakfast,smoothie_oats
17,muscle_gain,lunch,fish_rice
25,maintenance,breakfast,muesli_milk
17,muscle_gain,breakfast,paneer_paratha
38,weight_loss,lunch,grilled_chicken_salad
23,maintenance,lunch,mixed_veg_curry_rice
25,maintenance,lunch,rice_dal_salad
25,maintenance,dinner,roti_vegetables
18,muscle_gain,dinner,paneer_roti
20,muscle_gain,lunch,fish_rice
17,muscle_gain,lunch,turkey_sandwich
24,maintenance,dinner,baked_fish_veggies
33,weight_loss,breakfast,chia_pudding
24,maintenance,dinner,baked_fish_veggies
21,muscle_gain,lunch,lentils_quinoa
38,weight_loss,breakfast,chia_pudding
18,muscle_gain,lunch,chicken_rice
27,maintenance,lunch,chickpea_salad
36,weight_loss,lunch,vegetable_dalia
17,muscle_gain,lunch,lentils_quinoa
17,muscle_gain,dinner,lentil_stew_rice
31,weight_loss,lunch,sprouts_salad
28,weight_loss,lunch,salad_chicken
39,weight_loss,dinner,soup_salad
22,muscle_gain,lunch,chicken_rice
17,muscle_gain,lunch,chicken_rice
18,muscle_gain,breakfast,eggs_milk_banana
26,maintenance,dinner,roti_vegetables
40,weight_loss,dinner,moong_dal_chilla
23,maintenance,lunch,mixed_veg_curry_rice
22,maintenance,dinner,vegetable_soup
39,weight_loss,dinner,clear_soup_tofu
38,weight_loss,dinner,moong_dal_chilla
38,weight_loss,breakfast,chia_pudding
25,maintenance,breakfast,muesli_milk
23,maintenance,lunch,chickpea_salad
26,maintenance,lunch,quinoa_bowl
22,muscle_gain,breakfast,peanut_butter_toast
32,weight_loss,dinner,boiled_vegetables
30,weight_loss,breakfast,chia_pudding
27,maintenance,breakfast,avocado_toast
35,weight_loss,dinner,moong_dal_chilla
37,weight_loss,dinner,boiled_vegetables
20,muscle_gain,dinner,grilled_chicken_sweet_potato
17,muscle_gain,breakfast,paneer_paratha
23,muscle_gain,dinner,eggs_roti
21,muscle_gain,dinner,tofu_steak_rice
37,weight_loss,breakfast,oats_green_tea
19,muscle_gain,dinner,tofu_steak_rice
26,maintenance,dinner,roti_vegetables
23,muscle_gain,lunch,paneer_pulao
23,maintenance,lunch,dal_roti
25,maintenance,dinner,vegetable_soup
27,maintenance,dinner,baked_fish_veggies
22,maintenance,lunch,chickpea_salad
18,muscle_gain,dinner,eggs_roti
25,maintenance,lunch,mixed_veg_curry_rice
23,muscle_gain,dinner,paneer_roti
26,maintenance,lunch,dal_roti
27,maintenance,breakfast,oats_fruits
27,maintenance,dinner,vegetable_soup
38,weight_loss,dinner,moong_dal_chilla
18,muscle_gain,lunch,beef_stir_fry
30,weight_loss,breakfast,oats_green_tea
22,muscle_gain,dinner,paneer_roti
25,maintenance,lunch,dal_roti
27,maintenance,dinner,roti_vegetables
32,weight_loss,dinner,moong_dal_chilla
20,muscle_gain,breakfast,oatmeal_protein_shake
19,muscle_gain,lunch,chicken_rice
28,weight_loss,dinner,boiled_vegetables
21,muscle_gain,lunch,chicken_rice
19,muscle_gain,dinner,paneer_roti
39,weight_loss,dinner,moong_dal_chilla
20,muscle_gain,breakfast,paneer_paratha
24,maintenance,dinner,roti_vegetables
27,maintenance,breakfast,avocado_toast
31,weight_loss,breakfast,chia_pudding
17,muscle_gain,lunch,beef_stir_fry
25,maintenance,dinner,baked_fish_veggies
23,muscle_gain,dinner,tofu_steak_rice
35,weight_loss,breakfast,oats_green_tea
17,muscle_gain,breakfast,paneer_paratha
23,maintenance,breakfast,muesli_milk
26,maintenance,lunch,chickpea_salad
31,weight_loss,lunch,clear_soup_crackers
28,weight_loss,dinner,soup_salad
24,maintenance,lunch,quinoa_bowl
30,weight_loss,lunch,vegetable_dalia
25,maintenance,breakfast,avocado_toast
25,maintenance,lunch,rice_dal_salad
19,muscle_gain,lunch,turkey_sandwich
26,maintenance,lunch,rice_dal_salad
20,muscle_gain,dinner,grilled_chicken_sweet_potato
23,muscle_gain,lunch,fish_rice
34,weight_loss,lunch,vegetable_dalia
18,muscle_gain,breakfast,eggs_milk_banana
39,weight_loss,lunch,vegetable_dalia
17,muscle_gain,lunch,beef_stir_fry
26,maintenance,dinner,roti_vegetables
38,weight_loss,dinner,moong_dal_chilla
19,muscle_gain,lunch,lentils_quinoa
36,weight_loss,dinner,moong_dal_chilla
24,maintenance,lunch,chickpea_salad
23,muscle_gain,dinner,tofu_steak_rice
37,weight_loss,breakfast,chia_pudding
20,muscle_gain,dinner,eggs_roti
19,muscle_gain,breakfast,paneer_paratha
22,muscle_gain,lunch,beef_stir_fry
23,muscle_gain,lunch,beef_stir_fry
34,weight_loss,dinner,soup_salad
32,weight_loss,lunch,clear_soup_crackers
20,muscle_gain,dinner,tofu_steak_rice
24,maintenance,breakfast,oats_fruits
19,muscle_gain,lunch,paneer_pulao
29,weight_loss,dinner,moong_dal_chilla
27,maintenance,lunch,mixed_veg_curry_rice
23,muscle_gain,breakfast,greek_yogurt_nuts
20,muscle_gain,lunch,lentils_quinoa
40,weight_loss,breakfast,fruit_bowl
17,muscle_gain,dinner,grilled_chicken_sweet_potato
18,muscle_gain,lunch,turkey_sandwich
35,weight_loss,lunch,sprouts_salad
24,maintenance,dinner,baked_fish_veggies
23,muscle_gain,breakfast,paneer_paratha
22,muscle_gain,breakfast,oatmeal_protein_shake
26,maintenance,breakfast,oats_fruits
17,muscle_gain,breakfast,paneer_paratha
23,muscle_gain,lunch,beef_stir_fry
24,maintenance,dinner,roti_vegetables
22,muscle_gain,breakfast,eggs_milk_banana
38,weight_loss,breakfast,black_coffee_omelette
23,maintenance,breakfast,poha_with_peanuts
40,weight_loss,lunch,clear_soup_crackers
34,weight_loss,dinner,roasted_cauliflower
27,maintenance,dinner,vegetable_soup
30,weight_loss,dinner,soup_salad
18,muscle_gain,dinner,lentil_stew_rice
28,weight_loss,breakfast,black_coffee_omelette
22,maintenance,breakfast,poha_with_peanuts
18,muscle_gain,dinner,grilled_chicken_sweet_potato
18,muscle_gain,lunch,chicken_rice
31,weight_loss,breakfast,fruit_bowl
17,muscle_gain,breakfast,oatmeal_protein_shake
25,maintenance,breakfast,avocado_toast
17,muscle_gain,breakfast,eggs_milk_banana
22,muscle_gain,breakfast,greek_yogurt_nuts
18,muscle_gain,dinner,tofu_steak_rice
22,maintenance,lunch,dal_roti
27,maintenance,dinner,tofu_stir_fry
17,muscle_gain,breakfast,greek_yogurt_nuts
22,maintenance,lunch,rice_dal_salad
23,maintenance,lunch,rice_dal_salad
20,muscle_gain,breakfast,paneer_paratha
27,maintenance,lunch,dal_roti
21,muscle_gain,breakfast,paneer_paratha
19,muscle_gain,dinner,tofu_steak_rice
22,maintenance,lunch,rice_dal_salad
34,weight_loss,lunch,vegetable_dalia
31,weight_loss,breakfast,boiled_eggs_spinach
17,muscle_gain,dinner,grilled_chicken_sweet_potato
40,weight_loss,breakfast,black_coffee_omelette
18,muscle_gain,lunch,turkey_sandwich
20,muscle_gain,lunch,beef_stir_fry
18,muscle_gain,lunch,beef_stir_fry
37,weight_loss,lunch,clear_soup_crackers
22,maintenance,dinner,tofu_stir_fry
22,muscle_gain,dinner,eggs_roti
28,weight_loss,breakfast,boiled_eggs_spinach
18,muscle_gain,breakfast,greek_yogurt_nuts
18,muscle_gain,breakfast,peanut_butter_toast
18,muscle_gain,breakfast,oatmeal_protein_shake
40,weight_loss,breakfast,oats_green_tea
22,maintenance,dinner,roti_vegetables
22,muscle_gain,lunch,fish_rice
26,maintenance,breakfast,muesli_milk
19,muscle_gain,breakfast,eggs_milk_banana
34,weight_loss,dinner,soup_salad
22,maintenance,lunch,rice_dal_salad
18,muscle_gain,breakfast,peanut_butter_toast
27,maintenance,dinner,roti_vegetables
31,weight_loss,dinner,clear_soup_tofu
26,maintenance,dinner,roti_vegetables
20,muscle_gain,dinner,lentil_stew_rice
37,weight_loss,dinner,boiled_vegetables
26,maintenance,lunch,mixed_veg_curry_rice
21,muscle_gain,breakfast,peanut_butter_toast
29,weight_loss,breakfast,chia_pudding
17,muscle_gain,lunch,chicken_rice
20,muscle_gain,breakfast,peanut_butter_toast
21,muscle_gain,lunch,turkey_sandwich
32,weight_loss,dinner,moong_dal_chilla
23,muscle_gain,dinner,lentil_stew_rice
23,maintenance,breakfast,smoothie_oats
25,maintenance,dinner,vegetable_soup
34,weight_loss,dinner,moong_dal_chilla
39,weight_loss,breakfast,chia_pudding
23,muscle_gain,dinner,paneer_roti
28,weight_loss,lunch,clear_soup_crackers
20,muscle_gain,lunch,paneer_pulao
25,maintenance,breakfast,muesli_milk
24,maintenance,dinner,cottage_cheese_salad
30,weight_loss,breakfast,chia_pudding
24,maintenance,lunch,mixed_veg_curry_rice
32,weight_loss,dinner,clear_soup_tofu
32,weight_loss,lunch,salad_chicken
24,maintenance,breakfast,smoothie_oats
39,weight_loss,breakfast,chia_pudding
19,muscle_gain,dinner,eggs_roti
30,weight_loss,lunch,vegetable_dalia
23,maintenance,lunch,rice_dal_salad
26,maintenance,breakfast,oats_fruits
39,weight_loss,breakfast,chia_pudding
22,maintenance,lunch,mixed_veg_curry_rice
31,weight_loss,dinner,clear_soup_tofu
21,muscle_gain,dinner,grilled_chicken_sweet_potato
18,muscle_gain,lunch,turkey_sandwich
26,maintenance,breakfast,avocado_toast
24,maintenance,dinner,cottage_cheese_salad
27,maintenance,dinner,roti_vegetables
21,muscle_gain,dinner,tofu_steak_rice
21,muscle_gain,dinner,tofu_steak_rice
31,weight_loss,lunch,vegetable_dalia
23,maintenance,lunch,rice_dal_salad
23,muscle_gain,dinner,tofu_steak_rice
36,weight_loss,lunch,grilled_chicken_salad
23,maintenance,lunch,dal_roti
31,weight_loss,dinner,roasted_cauliflower
23,maintenance,breakfast,smoothie_oats
29,weight_loss,lunch,grilled_chicken_salad
26,maintenance,dinner,roti_vegetables
30,weight_loss,lunch,sprouts_salad
36,weight_loss,lunch,salad_chicken
23,muscle_gain,breakfast,oatmeal_protein_shake
23,muscle_gain,lunch,paneer_pulao
27,maintenance,lunch,chickpea_salad
26,maintenance,dinner,tofu_stir_fry
34,weight_loss,lunch,vegetable_dalia
28,weight_loss,breakfast,black_coffee_omelette
23,muscle_gain,dinner,eggs_roti
22,maintenance,lunch,mixed_veg_curry_rice
22,muscle_gain,dinner,paneer_roti
22,muscle_gain,lunch,lentils_quinoa
21,muscle_gain,breakfast,greek_yogurt_nuts
39,weight_loss,lunch,salad_chicken
39,weight_loss,dinner,clear_soup_tofu
17,muscle_gain,dinner,eggs_roti
18,muscle_gain,lunch,chicken_rice
37,weight_loss,breakfast,chia_pudding
24,maintenance,lunch,mixed_veg_curry_rice
22,maintenance,dinner,cottage_cheese_salad
22,maintenance,breakfast,smoothie_oats
24,maintenance,lunch,quinoa_bowl
28,weight_loss,breakfast,oats_green_tea
22,maintenance,dinner,vegetable_soup
19,muscle_gain,lunch,turkey_sandwich
19,muscle_gain,breakfast,eggs_milk_banana
19,muscle_gain,dinner,lentil_stew_rice
25,maintenance,dinner,baked_fish_veggies
21,muscle_gain,breakfast,eggs_milk_banana
38,weight_loss,lunch,sprouts_salad
33,weight_loss,dinner,boiled_vegetables
17,muscle_gain,lunch,beef_stir_fry
23,maintenance,lunch,rice_dal_salad
30,weight_loss,lunch,clear_soup_crackers
22,maintenance,lunch,dal_roti
23,muscle_gain,dinner,lentil_stew_rice
38,weight_loss,breakfast,chia_pudding
21,muscle_gain,lunch,fish_rice
25,maintenance,lunch,quinoa_bowl
25,maintenance,lunch,dal_roti
27,maintenance,breakfast,poha_with_peanuts
32,weight_loss,breakfast,fruit_bowl
20,muscle_gain,dinner,tofu_steak_rice
35,weight_loss,breakfast,boiled_eggs_spinach
34,weight_loss,dinner,boiled_vegetables
24,maintenance,dinner,roti_vegetables
23,maintenance,lunch,quinoa_bowl
35,weight_loss,dinner,roasted_cauliflower
21,muscle_gain,dinner,paneer_roti
39,weight_loss,dinner,roasted_cauliflower
31,weight_loss,breakfast,boiled_eggs_spinach
22,maintenance,breakfast,oats_fruits
38,weight_loss,lunch,grilled_chicken_salad
36,weight_loss,breakfast,oats_green_tea
26,maintenance,lunch,rice_dal_salad
25,maintenance,dinner,vegetable_soup
36,weight_loss,breakfast,fruit_bowl
39,weight_loss,breakfast,boiled_eggs_spinach
19,muscle_gain,breakfast,paneer_paratha
19,muscle_gain,lunch,turkey_sandwich
23,muscle_gain,dinner,grilled_chicken_sweet_potato
22,maintenance,dinner,baked_fish_veggies
25,maintenance,breakfast,poha_with_peanuts
19,muscle_gain,dinner,eggs_roti
22,muscle_gain,dinner,paneer_roti
30,weight_loss,lunch,vegetable_dalia
27,maintenance,lunch,mixed_veg_curry_rice
38,weight_loss,breakfast,chia_pudding
33,weight_loss,breakfast,black_coffee_omelette
23,maintenance,lunch,chickpea_salad
24,maintenance,breakfast,muesli_milk
17,muscle_gain,breakfast,peanut_butter_toast
22,maintenance,breakfast,smoothie_oats
23,maintenance,breakfast,muesli_milk
17,muscle_gain,breakfast,oatmeal_protein_shake
17,muscle_gain,breakfast,oatmeal_protein_shake
39,weight_loss,dinner,roasted_cauliflower
36,weight_loss,breakfast,oats_green_tea
34,weight_loss,dinner,moong_dal_chilla
17,muscle_gain,breakfast,eggs_milk_banana
32,weight_loss,dinner,boiled_vegetables
30,weight_loss,dinner,moong_dal_chilla
23,maintenance,lunch,dal_roti
25,maintenance,dinner,cottage_cheese_salad
23,muscle_gain,breakfast,greek_yogurt_nuts
40,weight_loss,lunch,clear_soup_crackers
25,maintenance,breakfast,smoothie_oats
20,muscle_gain,lunch,fish_rice
20,muscle_gain,breakfast,eggs_milk_banana
38,weight_loss,breakfast,black_coffee_omelette
22,maintenance,lunch,dal_roti
18,muscle_gain,lunch,beef_stir_fry
24,maintenance,lunch,mixed_veg_curry_rice
22,maintenance,dinner,roti_vegetables
17,muscle_gain,lunch,fish_rice
19,muscle_gain,dinner,tofu_steak_rice
35,weight_loss,breakfast,oats_green_tea
23,muscle_gain,lunch,chicken_rice
24,maintenance,breakfast,muesli_milk
30,weight_loss,lunch,salad_chicken
21,muscle_gain,breakfast,paneer_paratha
23,muscle_gain,breakfast,greek_yogurt_nuts
21,muscle_gain,lunch,beef_stir_fry
18,muscle_gain,lunch,lentils_quinoa
21,muscle_gain,breakfast,oatmeal_protein_shake
20,muscle_gain,breakfast,paneer_paratha
23,muscle_gain,lunch,fish_rice
25,maintenance,breakfast,avocado_toast
29,weight_loss,breakfast,chia_pudding
35,weight_loss,breakfast,chia_pudding
38,weight_loss,lunch,clear_soup_crackers
20,muscle_gain,lunch,beef_stir_fry
28,weight_loss,dinner,boiled_vegetables
34,weight_loss,breakfast,boiled_eggs_spinach
18,muscle_gain,dinner,grilled_chicken_sweet_potato
35,weight_loss,breakfast,black_coffee_omelette
32,weight_loss,dinner,moong_dal_chilla
27,maintenance,breakfast,avocado_toast
27,maintenance,breakfast,muesli_milk
24,maintenance,lunch,chickpea_salad
33,weight_loss,breakfast,fruit_bowl
29,weight_loss,breakfast,chia_pudding
25,maintenance,breakfast,avocado_toast
35,weight_loss,breakfast,oats_green_tea
35,weight_loss,lunch,grilled_chicken_salad
27,maintenance,dinner,cottage_cheese_salad
38,weight_loss,dinner,roasted_cauliflower
17,muscle_gain,dinner,eggs_roti
20,muscle_gain,dinner,lentil_stew_rice
27,maintenance,breakfast,poha_with_peanuts
20,muscle_gain,dinner,tofu_steak_rice
25,maintenance,lunch,quinoa_bowl
22,muscle_gain,dinner,lentil_stew_rice
22,muscle_gain,breakfast,greek_yogurt_nuts
22,maintenance,breakfast,oats_fruits
26,maintenance,breakfast,smoothie_oats
22,maintenance,lunch,quinoa_bowl
26,maintenance,breakfast,muesli_milk
24,maintenance,breakfast,oats_fruits
32,weight_loss,lunch,sprouts_salad
24,maintenance,lunch,chickpea_salad
19,muscle_gain,lunch,lentils_quinoa
33,weight_loss,dinner,roasted_cauliflower
28,weight_loss,breakfast,black_coffee_omelette
21,muscle_gain,breakfast,oatmeal_protein_shake
23,maintenance,dinner,vegetable_soup
24,maintenance,lunch,mixed_veg_curry_rice
24,maintenance,dinner,tofu_stir_fry
36,weight_loss,lunch,salad_chicken
40,weight_loss,breakfast,chia_pudding
24,maintenance,lunch,chickpea_salad
19,muscle_gain,lunch,paneer_pulao
26,maintenance,dinner,cottage_cheese_salad
24,maintenance,dinner,roti_vegetables
38,weight_loss,dinner,clear_soup_tofu
23,maintenance,dinner,vegetable_soup
18,muscle_gain,dinner,grilled_chicken_sweet_potato
38,weight_loss,breakfast,oats_green_tea
28,weight_loss,lunch,grilled_chicken_salad
19,muscle_gain,dinner,grilled_chicken_sweet_potato
37,weight_loss,lunch,salad_chicken
26,maintenance,lunch,chickpea_salad
18,muscle_gain,dinner,lentil_stew_rice
23,maintenance,dinner,vegetable_soup
20,muscle_gain,lunch,chicken_rice
40,weight_loss,dinner,boiled_vegetables
25,maintenance,dinner,tofu_stir_fry
23,muscle_gain,breakfast,eggs_milk_banana
30,weight_loss,dinner,roasted_cauliflower
38,weight_loss,breakfast,oats_green_tea
24,maintenance,breakfast,avocado_toast
31,weight_loss,lunch,vegetable_dalia
20,muscle_gain,dinner,eggs_roti
22,muscle_gain,breakfast,oatmeal_protein_shake
31,weight_loss,dinner,roasted_cauliflower
39,weight_loss,lunch,vegetable_dalia
32,weight_loss,lunch,vegetable_dalia
34,weight_loss,breakfast,chia_pudding
34,weight_loss,dinner,moong_dal_chilla
19,muscle_gain,dinner,lentil_stew_rice
20,muscle_gain,breakfast,oatmeal_protein_shake
30,weight_loss,dinner,roasted_cauliflower
29,weight_loss,lunch,vegetable_dalia
23,maintenance,lunch,rice_dal_salad
18,muscle_gain,lunch,turkey_sandwich
23,muscle_gain,dinner,tofu_steak_rice
20,muscle_gain,dinner,eggs_roti
22,muscle_gain,lunch,lentils_quinoa
23,muscle_gain,lunch,chicken_rice
25,maintenance,lunch,chickpea_salad
22,muscle_gain,dinner,eggs_roti
36,weight_loss,dinner,clear_soup_tofu
26,maintenance,breakfast,muesli_milk
22,muscle_gain,breakfast,oatmeal_protein_shake
24,maintenance,lunch,dal_roti
38,weight_loss,lunch,salad_chicken
18,muscle_gain,dinner,paneer_roti
27,maintenance,dinner,tofu_stir_fry
24,maintenance,lunch,mixed_veg_curry_rice
24,maintenance,dinner,tofu_stir_fry
33,weight_loss,dinner,clear_soup_tofu
40,weight_loss,lunch,vegetable_dalia
21,muscle_gain,dinner,tofu_steak_rice
25,maintenance,dinner,cottage_cheese_salad
19,muscle_gain,lunch,beef_stir_fry
33,weight_loss,lunch,salad_chicken
30,weight_loss,lunch,grilled_chicken_salad
20,muscle_gain,dinner,lentil_stew_rice
40,weight_loss,breakfast,boiled_eggs_spinach
35,weight_loss,breakfast,black_coffee_omelette
23,muscle_gain,breakfast,paneer_paratha
35,weight_loss,lunch,clear_soup_crackers
21,muscle_gain,breakfast,peanut_butter_toast
18,muscle_gain,dinner,tofu_steak_rice
17,muscle_gain,dinner,lentil_stew_rice
23,maintenance,lunch,chickpea_salad
24,maintenance,dinner,tofu_stir_fry
38,weight_loss,dinner,soup_salad
25,maintenance,lunch,chickpea_salad
35,weight_loss,dinner,soup_salad
23,muscle_gain,breakfast,eggs_milk_banana
24,maintenance,dinner,baked_fish_veggies
28,weight_loss,lunch,clear_soup_crackers
28,weight_loss,breakfast,chia_pudding
17,muscle_gain,lunch,turkey_sandwich
20,muscle_gain,lunch,fish_rice
27,maintenance,dinner,baked_fish_veggies
17,muscle_gain,lunch,beef_stir_fry
20,muscle_gain,breakfast,peanut_butter_toast
26,maintenance,breakfast,oats_fruits
26,maintenance,breakfast,smoothie_oats
27,maintenance,dinner,vegetable_soup
18,muscle_gain,breakfast,greek_yogurt_nuts
18,muscle_gain,dinner,lentil_stew_rice
22,muscle_gain,dinner,eggs_roti
40,weight_loss,breakfast,chia_pudding
24,maintenance,lunch,chickpea_salad
19,muscle_gain,dinner,tofu_steak_rice
21,muscle_gain,lunch,turkey_sandwich
22,maintenance,lunch,quinoa_bowl
20,muscle_gain,lunch,beef_stir_fry
34,weight_loss,breakfast,oats_green_tea
24,maintenance,breakfast,poha_with_peanuts
24,maintenance,dinner,vegetable_soup
22,maintenance,dinner,baked_fish_veggies
24,maintenance,dinner,vegetable_soup
18,muscle_gain,breakfast,paneer_paratha
17,muscle_gain,breakfast,paneer_paratha
40,weight_loss,lunch,vegetable_dalia
23,muscle_gain,breakfast,eggs_milk_banana
39,weight_loss,dinner,soup_salad
19,muscle_gain,dinner,lentil_stew_rice
23,muscle_gain,breakfast,peanut_butter_toast
24,maintenance,dinner,tofu_stir_fry
17,muscle_gain,lunch,paneer_pulao
23,muscle_gain,dinner,paneer_roti
23,muscle_gain,dinner,tofu_steak_rice
34,weight_loss,dinner,boiled_vegetables
27,maintenance,dinner,baked_fish_veggies
19,muscle_gain,dinner,grilled_chicken_sweet_potato
23,maintenance,breakfast,muesli_milk
23,maintenance,lunch,mixed_veg_curry_rice
18,muscle_gain,dinner,lentil_stew_rice
38,weight_loss,lunch,grilled_chicken_salad
23,muscle_gain,dinner,grilled_chicken_sweet_potato
17,muscle_gain,breakfast,paneer_paratha
18,muscle_gain,breakfast,peanut_butter_toast
24,maintenance,dinner,cottage_cheese_salad
35,weight_loss,dinner,boiled_vegetables
18,muscle_gain,breakfast,peanut_butter_toast
32,weight_loss,dinner,moong_dal_chilla
30,weight_loss,breakfast,chia_pudding
33,weight_loss,breakfast,oats_green_tea
27,maintenance,breakfast,muesli_milk
20,muscle_gain,breakfast,peanut_butter_toast
22,muscle_gain,dinner,paneer_roti
33,weight_loss,breakfast,black_coffee_omelette
22,muscle_gain,lunch,lentils_quinoa
32,weight_loss,lunch,vegetable_dalia
19,muscle_gain,lunch,beef_stir_fry
31,weight_loss,lunch,grilled_chicken_salad
22,muscle_gain,dinner,tofu_steak_rice
30,weight_loss,lunch,grilled_chicken_salad
23,muscle_gain,dinner,grilled_chicken_sweet_potato
26,maintenance,breakfast,muesli_milk
20,muscle_gain,lunch,lentils_quinoa
25,maintenance,breakfast,oats_fruits
21,muscle_gain,dinner,eggs_roti
19,muscle_gain,lunch,paneer_pulao
31,weight_loss,breakfast,black_coffee_omelette
23,muscle_gain,lunch,lentils_quinoa
22,maintenance,dinner,tofu_stir_fry
26,maintenance,breakfast,poha_with_peanuts
38,weight_loss,dinner,clear_soup_tofu
34,weight_loss,lunch,grilled_chicken_salad
